0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,6.400000000000001e-07,6.400000000000002e-08,6.400000000000003e-09,6.400000000000003e-10,6.400000000000004e-11,6.4000000000000034e-12,4.760000000000003e-13,4.760000000000003e-14,5.0200000000000035e-15,5.020000000000004e-16,5.4000000000000045e-17,5.400000000000005e-18,5.860000000000006e-19,5.860000000000007e-20,6.640000000000007e-21,6.640000000000007e-22,8.660000000000011e-23,8.660000000000011e-24,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,9.60000000000002e-40,9.600000000000021e-41,9.60000000000002e-42,9.600000000000021e-43,9.60000000000002e-44,9.600000000000022e-45,3.651957151150507e-43,1.851778364517101e-44,1.1287584870891048e-45,7.707191881177659e-47,5.70204931092247e-48,4.468079316347171e-49,3.6422726297075273e-50,3.0529258089137224e-51,2.6188102166507848e-52,2.2979992012181835e-53,2.0622309426426978e-54,1.8873532365777456e-55,1.7523810628022062e-56,1.6414180998558893e-57,1.544986993506048e-58,1.459448240390377e-59,1.3847953216380813e-60,1.3219646039227601e-61,1.2708413218557521e-62,1.2295966943871656e-63,1.1952569169960517e-64,1.164871336199124e-65,1.13652410738313e-66,1.1096933080577844e-67,1.0849002849002888e-68,1.062962101196802e-69,1.0442963066833596e-70,1.0286111022740824e-71,1.0150537634408642e-72
0.00064,0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,6.400000000000001e-07,6.400000000000002e-08,6.400000000000003e-09,6.400000000000003e-10,6.400000000000004e-11,4.760000000000002e-12,4.760000000000003e-13,5.020000000000003e-14,5.0200000000000035e-15,5.400000000000004e-16,5.4000000000000045e-17,5.860000000000006e-18,5.860000000000006e-19,6.640000000000006e-20,6.640000000000007e-21,8.66000000000001e-22,8.660000000000011e-23,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,9.60000000000002e-40,9.600000000000021e-41,9.60000000000002e-42,9.600000000000021e-43,9.60000000000002e-44,3.6519571511505066e-42,1.8517783645171007e-43,1.1287584870891048e-44,7.707191881177659e-46,5.702049310922469e-47,4.4680793163471707e-48,3.642272629707527e-49,3.052925808913722e-50,2.618810216650785e-51,2.297999201218183e-52,2.0622309426426974e-53,1.8873532365777455e-54,1.7523810628022062e-55,1.6414180998558892e-56,1.544986993506048e-57,1.459448240390377e-58,1.3847953216380812e-59,1.3219646039227599e-60,1.2708413218557521e-61,1.2295966943871655e-62,1.1952569169960514e-63,1.164871336199124e-64,1.1365241073831298e-65,1.1096933080577844e-66,1.0849002849002887e-67,1.062962101196802e-68,1.0442963066833596e-69,1.0286111022740824e-70,1.0150537634408643e-71
6.400000000000001e-05,0.00064,0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,6.400000000000001e-07,6.400000000000002e-08,6.400000000000003e-09,6.400000000000003e-10,4.760000000000003e-11,4.760000000000002e-12,5.020000000000003e-13,5.020000000000003e-14,5.400000000000003e-15,5.400000000000004e-16,5.860000000000005e-17,5.860000000000006e-18,6.640000000000006e-19,6.640000000000006e-20,8.66000000000001e-21,8.66000000000001e-22,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,9.60000000000002e-40,9.600000000000021e-41,9.60000000000002e-42,9.600000000000021e-43,3.6519571511505065e-41,1.8517783645171007e-42,1.1287584870891046e-43,7.707191881177659e-45,5.702049310922469e-46,4.468079316347171e-47,3.642272629707526e-48,3.052925808913722e-49,2.618810216650785e-50,2.2979992012181835e-51,2.0622309426426973e-52,1.8873532365777453e-53,1.7523810628022062e-54,1.6414180998558893e-55,1.5449869935060478e-56,1.4594482403903767e-57,1.384795321638081e-58,1.3219646039227599e-59,1.270841321855752e-60,1.2295966943871655e-61,1.1952569169960514e-62,1.1648713361991237e-63,1.13652410738313e-64,1.1096933080577843e-65,1.0849002849002887e-66,1.0629621011968019e-67,1.0442963066833596e-68,1.0286111022740824e-69,1.0150537634408642e-70
6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,6.400000000000001e-07,6.400000000000002e-08,6.400000000000003e-09,4.760000000000002e-10,4.760000000000003e-11,5.0200000000000024e-12,5.020000000000003e-13,5.4000000000000035e-14,5.400000000000003e-15,5.8600000000000045e-16,5.860000000000005e-17,6.6400000000000055e-18,6.640000000000006e-19,8.66000000000001e-20,8.66000000000001e-21,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,9.60000000000002e-40,9.600000000000021e-41,9.60000000000002e-42,3.6519571511505066e-40,1.8517783645171006e-41,1.1287584870891046e-42,7.707191881177658e-44,5.702049310922468e-45,4.468079316347171e-46,3.6422726297075263e-47,3.0529258089137214e-48,2.6188102166507848e-49,2.2979992012181833e-50,2.0622309426426974e-51,1.887353236577745e-52,1.752381062802206e-53,1.6414180998558892e-54,1.5449869935060477e-55,1.4594482403903766e-56,1.384795321638081e-57,1.3219646039227598e-58,1.270841321855752e-59,1.2295966943871654e-60,1.1952569169960514e-61,1.1648713361991238e-62,1.1365241073831298e-63,1.1096933080577843e-64,1.0849002849002887e-65,1.0629621011968018e-66,1.0442963066833594e-67,1.0286111022740823e-68,1.0150537634408641e-69
6.400000000000001e-07,6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,6.400000000000001e-07,6.400000000000002e-08,4.760000000000002e-09,4.760000000000002e-10,5.0200000000000024e-11,5.0200000000000024e-12,5.400000000000003e-13,5.4000000000000035e-14,5.860000000000004e-15,5.8600000000000045e-16,6.640000000000005e-17,6.6400000000000055e-18,8.660000000000008e-19,8.66000000000001e-20,9.60000000000001e-22,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,9.60000000000002e-40,9.600000000000021e-41,3.651957151150506e-39,1.8517783645171005e-40,1.1287584870891045e-41,7.707191881177657e-43,5.702049310922468e-44,4.46807931634717e-45,3.642272629707526e-46,3.0529258089137216e-47,2.6188102166507843e-48,2.297999201218183e-49,2.0622309426426972e-50,1.887353236577745e-51,1.7523810628022056e-52,1.641418099855889e-53,1.5449869935060478e-54,1.4594482403903767e-55,1.3847953216380807e-56,1.3219646039227598e-57,1.2708413218557519e-58,1.2295966943871654e-59,1.1952569169960513e-60,1.1648713361991238e-61,1.1365241073831298e-62,1.1096933080577841e-63,1.0849002849002886e-64,1.0629621011968017e-65,1.0442963066833594e-66,1.0286111022740822e-67,1.015053763440864e-68
6.400000000000002e-08,6.400000000000001e-07,6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,6.400000000000001e-07,4.7600000000000016e-08,4.760000000000002e-09,5.020000000000002e-10,5.0200000000000024e-11,5.400000000000003e-12,5.400000000000003e-13,5.860000000000004e-14,5.860000000000004e-15,6.640000000000004e-16,6.640000000000005e-17,8.660000000000008e-18,8.660000000000008e-19,9.60000000000001e-21,9.60000000000001e-22,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,9.60000000000002e-40,3.651957151150506e-38,1.8517783645171005e-39,1.1287584870891045e-40,7.707191881177657e-42,5.702049310922468e-43,4.4680793163471697e-44,3.6422726297075264e-45,3.0529258089137214e-46,2.6188102166507845e-47,2.2979992012181828e-48,2.0622309426426973e-49,1.887353236577745e-50,1.7523810628022058e-51,1.6414180998558888e-52,1.5449869935060476e-53,1.4594482403903766e-54,1.3847953216380807e-55,1.3219646039227596e-56,1.2708413218557519e-57,1.2295966943871654e-58,1.1952569169960512e-59,1.1648713361991236e-60,1.1365241073831298e-61,1.1096933080577841e-62,1.0849002849002885e-63,1.0629621011968017e-64,1.0442963066833594e-65,1.0286111022740821e-66,1.0150537634408638e-67
6.400000000000003e-09,6.400000000000002e-08,6.400000000000001e-07,6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.00064,6.400000000000001e-05,6.400000000000001e-06,4.7600000000000013e-07,4.7600000000000016e-08,5.020000000000002e-09,5.020000000000002e-10,5.4000000000000033e-11,5.400000000000003e-12,5.860000000000004e-13,5.860000000000004e-14,6.640000000000004e-15,6.640000000000004e-16,8.660000000000008e-17,8.660000000000008e-18,9.600000000000008e-20,9.60000000000001e-21,9.60000000000001e-22,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,9.600000000000019e-39,3.6519571511505055e-37,1.8517783645171006e-38,1.1287584870891044e-39,7.707191881177657e-41,5.702049310922467e-42,4.46807931634717e-43,3.6422726297075257e-44,3.052925808913721e-45,2.618810216650784e-46,2.297999201218183e-47,2.062230942642697e-48,1.887353236577745e-49,1.7523810628022058e-50,1.641418099855889e-51,1.5449869935060474e-52,1.4594482403903764e-53,1.3847953216380808e-54,1.3219646039227595e-55,1.2708413218557516e-56,1.2295966943871653e-57,1.195256916996051e-58,1.1648713361991236e-59,1.1365241073831296e-60,1.1096933080577842e-61,1.0849002849002885e-62,1.0629621011968017e-63,1.0442963066833594e-64,1.0286111022740822e-65,1.0150537634408639e-66
6.400000000000003e-10,6.400000000000003e-09,6.400000000000002e-08,6.400000000000001e-07,6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.00064,6.400000000000001e-05,4.760000000000002e-06,4.7600000000000013e-07,5.020000000000001e-08,5.020000000000002e-09,5.400000000000002e-10,5.4000000000000033e-11,5.860000000000004e-12,5.860000000000004e-13,6.640000000000004e-14,6.640000000000004e-15,8.660000000000007e-16,8.660000000000008e-17,9.600000000000009e-19,9.600000000000008e-20,9.60000000000001e-21,9.60000000000001e-22,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,9.600000000000018e-38,3.651957151150505e-36,1.8517783645171002e-37,1.1287584870891045e-38,7.707191881177656e-40,5.702049310922467e-41,4.468079316347169e-42,3.642272629707526e-43,3.052925808913721e-44,2.6188102166507843e-45,2.2979992012181825e-46,2.0622309426426967e-47,1.887353236577745e-48,1.7523810628022057e-49,1.641418099855889e-50,1.5449869935060473e-51,1.4594482403903764e-52,1.3847953216380806e-53,1.3219646039227595e-54,1.2708413218557516e-55,1.2295966943871651e-56,1.195256916996051e-57,1.1648713361991235e-58,1.1365241073831296e-59,1.109693308057784e-60,1.0849002849002886e-61,1.0629621011968016e-62,1.0442963066833592e-63,1.028611102274082e-64,1.0150537634408638e-65
6.400000000000004e-11,6.400000000000003e-10,6.400000000000003e-09,6.400000000000002e-08,6.400000000000001e-07,6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.00064,4.760000000000001e-05,4.760000000000002e-06,5.020000000000001e-07,5.020000000000001e-08,5.400000000000002e-09,5.400000000000002e-10,5.860000000000004e-11,5.860000000000004e-12,6.640000000000004e-13,6.640000000000004e-14,8.660000000000006e-15,8.660000000000007e-16,9.600000000000007e-18,9.600000000000009e-19,9.600000000000008e-20,9.60000000000001e-21,9.60000000000001e-22,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,9.600000000000018e-37,3.6519571511505054e-35,1.8517783645171e-36,1.1287584870891042e-37,7.707191881177656e-39,5.702049310922466e-40,4.4680793163471693e-41,3.642272629707525e-42,3.0529258089137207e-43,2.6188102166507836e-44,2.2979992012181828e-45,2.0622309426426966e-46,1.8873532365777447e-47,1.7523810628022054e-48,1.6414180998558887e-49,1.5449869935060473e-50,1.4594482403903763e-51,1.3847953216380804e-52,1.3219646039227594e-53,1.2708413218557518e-54,1.2295966943871651e-55,1.195256916996051e-56,1.1648713361991234e-57,1.1365241073831295e-58,1.109693308057784e-59,1.0849002849002883e-60,1.0629621011968016e-61,1.0442963066833592e-62,1.028611102274082e-63,1.0150537634408638e-64
6.4000000000000034e-12,6.400000000000004e-11,6.400000000000003e-10,6.400000000000003e-09,6.400000000000002e-08,6.400000000000001e-07,6.400000000000001e-06,6.400000000000001e-05,0.00064,0.0064,0.0004760000000000001,4.760000000000001e-05,5.020000000000001e-06,5.020000000000001e-07,5.4000000000000014e-08,5.400000000000002e-09,5.860000000000003e-10,5.860000000000004e-11,6.640000000000003e-12,6.640000000000004e-13,8.660000000000006e-14,8.660000000000006e-15,9.600000000000007e-17,9.600000000000007e-18,9.600000000000009e-19,9.600000000000008e-20,9.60000000000001e-21,9.60000000000001e-22,9.60000000000001e-23,9.600000000000011e-24,9.600000000000011e-25,9.600000000000012e-26,9.600000000000013e-27,9.600000000000013e-28,9.600000000000014e-29,9.600000000000015e-30,9.600000000000014e-31,9.600000000000015e-32,9.600000000000016e-33,9.600000000000017e-34,9.600000000000015e-35,9.600000000000017e-36,3.651957151150505e-34,1.8517783645171e-35,1.1287584870891042e-36,7.707191881177655e-38,5.702049310922467e-39,4.4680793163471686e-40,3.642272629707525e-41,3.0529258089137203e-42,2.618810216650784e-43,2.2979992012181825e-44,2.0622309426426967e-45,1.8873532365777446e-46,1.7523810628022054e-47,1.6414180998558885e-48,1.5449869935060473e-49,1.4594482403903763e-50,1.3847953216380806e-51,1.3219646039227593e-52,1.2708413218557515e-53,1.2295966943871651e-54,1.1952569169960509e-55,1.1648713361991233e-56,1.1365241073831296e-57,1.109693308057784e-58,1.0849002849002884e-59,1.0629621011968015e-60,1.0442963066833593e-61,1.028611102274082e-62,1.0150537634408636e-63
